ISO3,Year,Heritage_Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,fraser_Score,Size_of_Government,Legal_System_and_Property,Sound_Money,Free_Trade,Regulation,Access to clean fuels and technologies for cooking (% of population),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),"Children in employment, work only (% of children in employment, ages 7-14)",Consumer price index (2010 = 100),Coverage of social insurance programs (% of population),Coverage of social insurance programs in poorest quintile (% of population),Coverage of social safety net programs (% of population),Coverage of social safety net programs in poorest quintile (% of population),Coverage of unemployment benefits and ALMP in poorest quintile (% of population),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Exports of goods and services (constant 2015 US$),GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),GDP per capita growth (annual %),GNI (constant 2015 US$),GNI growth (annual %),GNI per capita (constant 2015 US$),GNI per capita growth (annual %),Gini index,Income share held by highest 10%,Income share held by lowest 10%,Marine protected areas (% of territorial waters),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty gap at $6.85 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Poverty headcount ratio at societal poverty line (% of population),Proportion of people living below 50 percent of median income (%),Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Prosperity gap (average shortfall from a prosperity standard of $25/day),"School enrollment, primary (% net)","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
CAF,2025,42.8,6.9,19.6,4.0,65.5,89.8,53.8,27.1,48.3,72.8,50.4,45.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,2025,52.2,27.4,14.1,14.5,78.5,92.9,97.9,28.7,53.5,72.0,47.2,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2025,73.2,71.3,67.9,87.8,72.5,74.4,84.2,79.5,61.3,71.8,78.0,60.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2025,49.0,46.7,40.4,37.4,71.6,67.1,11.1,67.7,57.9,74.6,74.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2025,59.8,45.5,40.9,58.8,67.6,64.4,48.7,68.6,61.7,69.4,72.2,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,2025,51.4,22.9,16.0,20.9,65.3,89.5,86.1,49.9,55.1,71.3,64.2,45.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD,2025,47.3,15.6,11.7,12.0,74.2,92.4,97.0,32.8,54.4,59.4,68.2,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,2025,48.6,30.8,13.2,14.9,75.5,86.2,80.4,36.9,52.5,77.7,49.6,35.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,2025,68.6,65.9,60.4,75.7,78.5,88.6,70.8,80.3,62.1,74.9,75.4,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,2025,57.8,46.3,36.6,31.1,82.2,86.3,42.4,65.2,56.8,66.5,70.0,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,2025,68.7,81.3,53.4,71.4,77.3,35.1,90.3,80.4,69.1,66.6,79.6,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2025,25.4,29.9,33.4,14.3,51.9,0.0,0.0,42.3,20,20.0,72.8,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2025,73.2,83.7,57.3,89.2,79.9,51.2,85.2,78.9,61.9,76.1,79.6,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,2025,72.9,89.9,62.8,92.0,78.9,42.2,71.5,81.4,57.9,68.9,79.6,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,2025,79.1,99.3,98.0,90.5,45.0,33.6,98.2,93.0,64.9,76.6,79.6,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,2025,55.7,30.6,27.7,27.7,83.5,86.2,86.6,53.7,52.8,70.3,49.8,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,2025,55.3,68.9,59.9,82.9,76.1,0.0,26.4,68.0,49.9,76.8,54.6,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,2025,64.3,56.3,38.5,58.2,84.6,89.5,77.0,75.6,53.1,69.4,68.8,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,2025,55.8,30.5,33.8,48.0,76.6,54.9,89.3,66.6,57.4,75.3,67.2,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,2025,50.9,40.6,29.6,21.9,85.8,82.2,20.7,48.0,43.6,62.6,60.2,65.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,2025,56.6,43.2,30.9,14.6,78.2,72.2,56.1,62.7,54.9,66.2,70.4,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNQ,2025,47.7,18.7,7.2,7.1,74.9,92.5,97.2,36.5,44.9,74.3,48.8,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,2025,38.6,6.1,14.5,3.8,80.3,62.3,69.0,31.3,43.4,63.9,68.4,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2025,78.9,93.7,84.5,93.9,80.8,48.8,90.9,83.3,62.2,68.8,79.6,90.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,2025,56.4,44.8,29.9,36.8,76.1,73.9,70.6,49.5,55.9,76.1,73.6,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,2025,48.1,27.9,32.7,19.7,78.2,95.4,80.9,45.3,39.4,49.9,57.4,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,2025,59.1,61.4,52.3,46.5,89.7,67.8,6.1,68.6,72,74.8,65.0,55.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2025,77.0,100.0,94.8,97.0,68.2,7.3,81.5,88.3,65.6,76.1,79.6,85.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,2025,64.4,92.9,74.3,84.2,54.3,0.0,30.0,81.9,60.2,70.3,79.6,75.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,2025,56.3,25.4,21.7,19.8,77.7,88.4,85.7,64.9,55.7,78.1,58.0,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,2025,56.8,55.0,39.5,45.2,79.3,84.8,56.9,50.6,48,55.7,66.8,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,2025,69.0,62.3,58.9,55.3,89.1,72.9,75.9,78.1,63.5,65.3,86.2,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,2025,71.6,95.4,86.0,93.5,60.5,26.9,81.1,83.7,53.3,69.0,79.6,60.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,2025,56.0,50.5,45.8,58.2,79.9,81.6,6.2,56.6,55.9,52.7,64.4,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,2025,60.6,77.3,51.8,70.4,60.0,14.0,58.9,78.0,61.7,70.7,79.6,55.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2025,63.4,38.7,22.6,26.8,92.0,94.3,95.5,67.1,57.9,74.2,72.2,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2025,54.6,22.3,25.1,26.5,70.4,93.0,93.4,44.9,56.4,71.1,61.8,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2025,43.6,26.5,20.4,14.0,88.9,84.5,15.6,35.1,54.8,73.3,50.6,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2025,58.2,48.2,38.6,48.3,76.9,83.6,39.7,71.1,76.7,76.0,54.0,55.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,2025,46.1,10.7,13.0,16.7,81.7,98.1,96.6,33.3,54.9,41.2,66.4,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,2025,59.6,38.1,25.1,27.1,84.5,79.2,94.8,65.0,38.8,68.2,69.4,65.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,2025,61.4,69.2,42.2,62.7,85.3,28.5,17.6,76.1,60.3,65.1,79.6,80.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,2025,72.8,97.0,81.5,95.6,72.6,33.2,55.2,86.3,60.1,71.8,80.4,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,2025,53.0,51.1,37.6,53.2,71.3,74.2,6.2,72.3,59,69.9,61.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,2025,65.2,39.8,40.1,45.3,81.8,90.9,84.9,73.0,59.3,78.0,79.4,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,2025,42.5,23.3,16.3,18.6,81.3,94.0,84.1,38.4,43.6,39.0,55.8,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,2025,,6.3,19.9,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,2025,83.1,94.1,84.0,95.5,77.6,85.1,95.8,88.1,62.4,75.0,79.6,90.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,2025,69.9,77.2,63.9,68.1,60.8,55.6,81.7,73.4,58.3,77.3,82.8,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,2025,60.9,82.2,60.6,78.8,57.4,9.5,0.0,77.6,70.7,74.2,79.6,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,2025,68.7,67.8,49.5,79.9,76.5,72.8,89.0,70.1,64.4,72.8,71.8,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2025,70.2,95.1,82.8,96.0,62.5,47.5,41.6,78.0,67.8,74.4,76.2,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,2025,59.4,54.4,48.8,43.5,83.9,68.5,2.8,62.4,55.6,79.9,82.4,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,2025,63.8,54.7,39.9,34.8,91.7,85.1,91.8,69.3,63.2,61.3,73.2,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,2025,54.8,41.8,31.5,48.0,77.0,83.7,25.1,58.9,57.3,72.6,56.6,55.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,2025,50.9,68.5,48.9,59.9,72.9,0.0,19.7,62.8,65.3,72.5,80.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,2025,3.0,15.7,4.0,5.9,0.0,0.0,0.0,5.0,5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,2025,74.0,89.4,68.8,77.3,59.6,81.8,93.8,90.0,56.4,77.6,73.2,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025,61.7,47.6,43.2,32.2,91.9,74.3,98.5,56.8,47.5,69.0,84.2,65.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,2025,59.9,42.7,46.9,42.9,97.7,38.2,100.0,57.4,49,67.8,75.6,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,2025,55.6,21.7,23.3,10.2,92.5,64.8,95.9,58.7,52.9,63.4,73.6,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2025,51.1,42.5,23.2,12.5,88.8,92.9,80.0,55.3,42.4,52.3,68.4,35.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,2025,71.4,87.8,66.7,72.3,76.2,46.9,67.2,81.8,64,69.5,79.6,85.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,2025,44.1,22.3,24.5,22.6,90.3,95.6,63.6,47.8,57.1,0.0,65.4,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,2025,54.1,42.4,39.3,43.6,68.0,23.8,92.0,49.6,58,73.5,63.8,55.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,2025,48.5,32.8,24.9,22.7,86.0,76.6,53.6,39.0,43.5,70.7,57.0,55.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,2025,,5.7,11.7,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,2025,,94.4,82.4,86.7,,,,,,,86.6,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,2025,74.6,89.4,68.7,74.6,76.9,58.8,96.0,81.0,60.5,69.2,79.6,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,2025,79.5,97.8,85.7,97.2,62.7,39.4,98.5,89.2,57.5,71.9,79.6,95.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,2025,57.0,40.8,25.5,34.5,91.1,92.3,66.3,38.1,56.1,70.9,68.8,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,2025,50.9,49.4,34.4,52.3,77.1,79.4,3.3,31.3,56,58.3,68.8,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,2025,67.1,66.3,51.1,66.2,83.9,82.1,48.1,76.6,58.1,79.6,83.4,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,2025,48.3,51.6,40.5,41.0,91.5,44.4,0.0,48.8,58.2,75.2,63.2,35.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,2025,52.6,23.5,22.7,32.9,70.0,79.6,60.4,42.4,53.9,77.2,64.0,65.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,2025,66.8,86.2,55.0,81.5,70.0,57.5,44.8,80.7,65.2,70.5,79.6,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,2025,54.9,35.8,23.8,28.3,75.8,81.5,95.4,38.8,53.6,74.6,60.6,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,2025,75.0,86.4,53.2,81.0,89.8,77.1,64.9,82.9,69.3,67.4,87.4,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2025,61.3,41.1,29.5,39.9,75.6,76.5,67.3,71.9,57.6,69.3,72.2,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2025,62.2,70.0,56.0,86.6,92.1,0.0,99.7,54.9,72.5,75.1,75.0,35.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,2025,58.3,40.2,43.4,31.3,92.8,59.5,75.9,66.2,49.1,59.4,77.2,55.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,2025,62.6,49.7,35.5,55.4,85.7,72.6,73.5,67.9,68.1,68.8,74.4,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,2025,63.8,58.8,48.9,50.1,88.7,45.2,87.9,70.9,64.4,70.9,79.6,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,2025,60.3,58.6,36.9,32.7,71.4,67.9,46.2,68.9,48.5,74.7,67.2,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,2025,50.7,31.6,24.9,44.9,75.4,68.8,51.9,37.3,47.7,72.3,74.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,2025,58.7,65.0,51.2,67.3,69.4,57.9,34.2,61.9,62.9,74.9,70.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,2025,52.5,38.3,39.4,43.3,83.6,79.5,65.8,64.7,48.3,68.2,58.4,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,2025,78.2,95.9,86.8,95.7,54.0,41.6,94.7,84.8,60.1,74.7,79.6,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,2025,78.1,87.5,91.3,93.9,65.4,47.8,77.7,88.7,69.7,74.6,90.4,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,2025,54.0,28.2,13.6,9.1,77.7,75.9,95.8,55.8,47.3,66.4,68.2,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,2025,51.5,29.6,31.8,37.1,77.9,87.3,34.4,33.8,54,72.6,64.0,55.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,2025,53.4,25.4,22.4,34.1,85.1,94.5,55.4,38.5,72.8,59.9,67.6,45.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,2025,63.2,59.1,43.6,49.7,94.8,60.6,50.9,74.2,57.6,65.0,77.8,65.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2025,78.3,97.7,94.8,98.5,62.4,44.0,96.1,86.7,69.3,70.3,85.0,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,2025,65.4,74.5,42.3,25.5,97.6,70.8,63.2,68.1,52.2,82.5,78.2,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,2025,49.1,29.2,28.4,28.9,78.3,88.9,8.1,51.5,51.8,54.5,69.8,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,2025,65.5,56.0,37.0,49.4,86.9,85.2,62.4,73.4,60.7,76.4,78.6,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,2025,52.5,44.7,28.5,44.2,72.1,85.5,46.7,35.5,64.6,73.6,79.8,25.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,2025,65.2,45.0,27.7,37.3,97.0,87.1,79.3,73.2,48.2,74.6,78.2,75.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2025,65.9,44.9,34.0,47.3,79.4,83.9,89.8,70.6,65.1,73.9,81.6,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,2025,60.6,47.4,35.3,42.5,79.1,79.9,47.7,69.1,57.7,69.8,79.2,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,2025,67.1,72.3,58.4,52.3,73.8,39.7,75.9,77.8,56.8,68.5,79.6,80.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,2025,70.5,90.1,63.9,91.3,59.8,40.2,79.7,79.6,57.1,75.1,79.6,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2025,70.2,71.1,52.6,42.3,99.9,78.1,96.2,67.9,59.3,73.2,81.6,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,2025,66.5,81.7,49.1,67.0,93.7,59.1,36.1,75.1,67.8,69.2,79.6,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,2025,51.6,18.6,23.0,28.4,87.7,62.0,97.8,51.3,59,62.2,69.4,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,2025,54.8,62.0,50.5,27.1,81.3,73.8,35.0,56.8,48.7,67.3,55.2,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,2025,67.0,69.5,59.0,74.6,78.6,82.5,74.3,73.8,64.9,76.6,60.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,2025,60.1,69.0,61.7,77.8,74.9,58.9,4.8,69.4,59.7,76.5,59.0,70.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,2025,66.6,76.1,60.3,77.7,79.0,67.3,97.8,63.5,76.2,64.6,67.2,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,2025,60.4,53.0,47.7,60.6,88.6,81.5,93.6,52.8,45.2,57.2,65.0,50.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,2025,64.4,51.0,48.1,38.1,99.3,71.6,98.1,70.6,43.1,80.1,72.8,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,2025,56.4,57.2,45.2,50.3,69.4,79.7,30.5,54.3,54.3,68.8,67.2,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,2025,64.4,58.9,37.2,50.8,87.3,40.2,91.2,74.7,66.6,68.5,77.2,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,2025,66.4,74.0,75.0,63.7,79.7,64.6,83.2,78.8,56.5,75.6,85.2,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,2025,48.0,33.8,36.0,41.5,87.8,89.0,53.8,37.0,23.7,50.2,63.6,40.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP,2025,84.1,94.3,86.4,58.3,89.9,92.9,73.9,90.6,77.1,81.0,95.0,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,2025,68.4,84.3,57.2,69.9,76.7,38.7,69.8,77.0,58,64.5,79.6,75.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,2025,68.3,88.4,64.4,91.8,56.6,30.9,72.2,78.5,64.5,72.9,79.6,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
